city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,down_payment,loan_amount,monthly_mortgage,monthly_cash_flow,annual_cash_flow,cash_on_cash_pct,break_even_rent,yield_spread_pct,one_pct_rule,two_pct_rule,investment_score,hidden_gem,zhvi_date,zori_date
Burlington Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,382509.7038366208,1.85,2025,NA,24300,0.529,15.7,6.35,4.13,Moderate,NA,NA,475515,2.99,9.35,5.16,3.54,24.27,95627.4259591552,286882.2778774656,1957.0428513649572,-641,-7692,-7.18,3011,-0.9,FALSE,FALSE,65.7,FALSE,2026-02-28,2026-02-28
Florence,AZ,"Phoenix-Mesa-Chandler, AZ",Pinal County,333015.5560826927,-3.29,1765,0.65,21180,0.53,15.7,6.36,4.13,Moderate,24891,-8.81,513862,19.44,51.32,12.6,6.32,19.48,83253.88902067317,249761.66706201952,1703.8148493700116,-557,-6684,-7.17,2621,-0.89,FALSE,FALSE,42.7,FALSE,2026-02-28,2026-02-28
Kilgore,TX,"Longview, TX",Gregg County,206978.6110981659,-0.05,1095.8333333333333,NA,13150,0.529,15.7,6.35,4.13,Moderate,13583,1.59,126679,1.9,-0.81,11.68,5.97,40.51,51744.65277454147,155233.95832362442,1058.9692422760777,-347,-4164,-7.19,1629,-0.9,FALSE,FALSE,42.4,FALSE,2026-02-28,2026-02-28
Clarks Summit,PA,"Scranton--Wilkes-Barre, PA",Lackawanna County,335470.23200043704,3.76,1776.4166666666663,NA,21316.999999999996,0.53,15.7,6.35,4.13,Moderate,5089,0.51,216859,0.61,5,11.75,4.79,34.63,83867.55800010926,251602.67400032777,1716.373762017339,-562,-6744,-7.18,2641,-0.9,FALSE,FALSE,50.9,FALSE,2026-02-28,2026-02-28
Erlanger,KY,"Cincinnati, OH-KY-IN",Kenton County,244472.0837220302,-0.25,1293.8333333333333,1.9,15526,0.529,15.7,6.35,4.13,Moderate,20172,2.45,174862,3.3,10.73,7.27,5.15,29.96,61118.02093050755,183354.06279152265,1250.7979248831002,-410,-4920,-7.19,1924,-0.9,FALSE,FALSE,58,FALSE,2026-02-28,2026-02-28
Mars,PA,"Pittsburgh, PA",Butler County,529413.3564903816,3.14,2800,NA,33600,0.529,15.8,6.35,4.13,Moderate,1415,-3.08,199341,2.72,5.8,7.12,5.23,23.63,132353.3391225954,397060.01736778626,2708.6492560700267,-889,-10668,-7.2,4167,-0.9,FALSE,FALSE,49.5,FALSE,2026-02-28,2026-02-28
Webb City,MO,"Joplin, MO",Jasper County,221073.23122249372,2.26,1170.2777777777776,NA,14043.333333333332,0.529,15.7,6.35,4.13,Moderate,13391,2.5,126479,2.92,9.05,10.01,2,36.78,55268.30780562343,165804.9234168703,1131.0818587152207,-370,-4440,-7.17,1740,-0.9,FALSE,FALSE,58,FALSE,2026-02-28,2026-02-28
Bellwood,VA,"Richmond, VA",Chesterfield County,316641.1683850812,2.33,1677.9166666666663,NA,20134.999999999996,0.53,15.7,6.36,4.13,Moderate,NA,NA,389793,6.69,10.05,3.91,4.88,22.7,79160.2920962703,237480.87628881092,1620.0382077118534,-529,-6348,-7.16,2492,-0.89,FALSE,FALSE,72.6,FALSE,2026-02-28,2026-02-28
East Lyme,CT,"Norwich-New London, CT",New London County,500058.9611650438,6.81,2648.3650793650795,NA,31780.38095238095,0.53,15.7,6.36,4.13,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,125014.74029126095,375044.2208737829,2558.462714522493,-837,-10044,-7.17,3936,-0.89,FALSE,FALSE,62.4,FALSE,2026-02-28,2026-02-28
Santa Teresa,NM,"Las Cruces, NM",Dona Ana County,314969.21994033136,-0.35,1666.7222222222224,NA,20000.666666666668,0.529,15.7,6.35,4.13,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,78742.30498508284,236226.91495524853,1611.4839809332143,-528,-6336,-7.18,2479,-0.9,FALSE,FALSE,53.3,FALSE,2026-02-28,2026-02-28
Bethlehem,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,344212.02100037487,3.03,1817.9072222222223,3.61,21814.88666666667,0.528,15.8,6.34,4.12,Moderate,79453,4.95,322989,3.25,8.06,5.53,2.64,28.88,86053.00525009372,258159.01575028116,1761.099570274942,-579,-6948,-7.21,2709,-0.91,FALSE,FALSE,67.8,FALSE,2026-02-28,2026-02-28
McDonough,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,333806.2148381526,-3.89,1763.2786917352132,0.55,21159.34430082256,0.528,15.8,6.34,4.12,Moderate,32803,11.74,259315,7.21,13.48,5.36,6.33,27.46,83451.55370953814,250354.66112861445,1707.8601142344626,-562,-6744,-7.22,2627,-0.91,FALSE,FALSE,64.9,FALSE,2026-02-28,2026-02-28
Fort Smith,AR,"Fort Smith, AR-OK",Sebastian County,193754.84505259464,2.83,1024.6599557364175,2.42,12295.91946883701,0.529,15.8,6.35,4.12,Moderate,90507,1.51,130035,1.74,5.51,9.17,6.61,38.78,48438.71126314866,145316.13378944597,991.3121958063189,-325,-3900,-7.19,1525,-0.9,FALSE,FALSE,54.2,FALSE,2026-02-28,2026-02-28
Thomasville,NC,"Winston-Salem, NC",Davidson County,231965.8222311533,1.73,1224.111111111111,3.38,14689.333333333332,0.528,15.8,6.33,4.12,Moderate,27605,1.77,177809,5.18,19.16,9.39,3.95,26.47,57991.45555778832,173974.36667336497,1186.8118628236773,-391,-4692,-7.22,1826,-0.92,FALSE,FALSE,60.3,FALSE,2026-02-28,2026-02-28
Muscatine,IA,"Muscatine, IA",Muscatine County,179758.0381331339,6.68,950,NA,11400,0.528,15.8,6.34,4.12,Moderate,23298,-1.93,42132,-2.37,-3.35,6.83,5.31,25.14,44939.509533283475,134818.52859985043,919.7000232289504,-302,-3624,-7.2,1415,-0.91,FALSE,FALSE,48.9,FALSE,2026-02-28,2026-02-28
Gaines,MI,"Grand Rapids-Kentwood, MI",Kent County,401735.6903122522,4.06,2122.0833333333335,NA,25465,0.528,15.8,6.34,4.12,Moderate,374,-0.53,673002,2.2,7.09,4.57,4.07,29.64,100433.92257806305,301301.76773418917,2055.4091908726336,-676,-8112,-7.21,3162,-0.91,FALSE,FALSE,60.2,FALSE,2026-02-28,2026-02-28
Brewer,ME,"Bangor, ME",Penobscot County,290418.54558617575,0.88,1533.3333333333337,NA,18400.000000000004,0.528,15.8,6.34,4.12,Moderate,9629,-0.41,156840,3.06,7.33,14.11,6.32,29.72,72604.63639654394,217813.9091896318,1485.8748231547984,-489,-5868,-7.22,2286,-0.91,FALSE,FALSE,45.2,FALSE,2026-02-28,2026-02-28
Farmington,AR,"Fayetteville-Springdale-Rogers, AR",Washington County,329764.9140154319,4.07,1740.888888888889,2.21,20890.666666666668,0.528,15.8,6.34,4.12,Moderate,10473,37.4,266184,7.86,10.41,7.47,4.52,44.44,82441.22850385797,247323.68551157392,1687.1835175207252,-556,-6672,-7.23,2596,-0.91,FALSE,FALSE,72.8,FALSE,2026-02-28,2026-02-28
Jacksonville,NC,"Jacksonville, NC",Onslow County,254898.02617525935,3.45,1342.4779566563468,3.67,16109.735479876164,0.527,15.8,6.32,4.11,Moderate,70840,-3.32,212954,3.82,-2.31,15.6,7.82,39.04,63724.50654381484,191173.5196314445,1304.1404046742784,-432,-5184,-7.26,2006,-0.93,FALSE,FALSE,37.5,FALSE,2026-02-28,2026-02-28
Macomb,MI,"Detroit-Warren-Dearborn, MI",Macomb County,417761.64485454187,3.92,2201.8333333333335,3.23,26422,0.527,15.8,6.32,4.11,Moderate,NA,NA,886175,0.67,8.17,4.12,3.23,25.04,104440.41121363547,313321.2336409064,2137.4031362776996,-706,-8472,-7.24,3288,-0.93,FALSE,FALSE,64.7,FALSE,2026-02-28,2026-02-28
Land O Lakes,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,416591.9010003499,-4.85,2194.793932411674,-2.25,26337.52718894009,0.527,15.8,6.32,4.11,Moderate,NA,NA,659114,16.41,37.43,13.3,5.54,24.5,104147.97525008747,312443.92575026245,2131.418349944665,-705,-8460,-7.25,3279,-0.93,FALSE,FALSE,59.2,FALSE,2026-02-28,2026-02-28
Cartersville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,320022.03626541095,-0.38,1685.967049808429,-2.32,20231.60459770115,0.527,15.8,6.32,4.11,Moderate,25082,8.03,117508,7.49,19.33,9.6,9.13,26.14,80005.50906635274,240016.5271990582,1637.3358167665892,-541,-6492,-7.25,2519,-0.93,FALSE,FALSE,62.9,FALSE,2026-02-28,2026-02-28
Alvin,TX,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,287989.25963335735,0.09,1517.1666666666667,NA,18206,0.527,15.8,6.32,4.11,Moderate,29869,10.04,413224,10.63,23.74,10.51,11.33,26,71997.31490833934,215991.944725018,1473.4458137461502,-487,-5844,-7.25,2267,-0.93,FALSE,FALSE,64.5,FALSE,2026-02-28,2026-02-28
Nottingham,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,334162.7703951562,1.46,1762.3457264957267,6.32,21148.14871794872,0.527,15.8,6.33,4.11,Moderate,NA,NA,852425,-0.11,3.96,5.75,5.61,33.67,83540.69259878906,250622.07779636717,1709.6843673107883,-564,-6768,-7.23,2630,-0.92,FALSE,FALSE,51.9,FALSE,2026-02-28,2026-02-28
Bangor,ME,"Bangor, ME",Penobscot County,274795.87254050275,0.91,1446.5264550264549,3.97,17358.31746031746,0.526,15.8,6.32,4.11,Moderate,32446,2.29,156840,3.06,7.33,14.11,6.32,29.72,68698.96813512569,206096.90440537705,1405.9441957835634,-466,-5592,-7.27,2163,-0.93,FALSE,FALSE,50.7,FALSE,2026-02-28,2026-02-28
Drexel Hill,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,309539.8565464664,1.08,1631.6666666666667,2.81,19580,0.527,15.8,6.33,4.11,Moderate,NA,NA,584882,1.45,5.58,5.55,4.21,30.36,77384.9641366166,232154.8924098498,1583.7056090099638,-523,-6276,-7.24,2436,-0.92,FALSE,FALSE,56.3,FALSE,2026-02-28,2026-02-28
Rosamond,CA,"Bakersfield, CA",Kern County,409542.6603083012,-0.62,2160.555555555555,NA,25926.666666666664,0.528,15.8,6.33,4.11,Moderate,NA,NA,922529,1.81,2.68,7.58,3.4,40.19,102385.6650770753,307156.9952312259,2095.352164000746,-691,-8292,-7.23,3224,-0.92,FALSE,FALSE,48.3,FALSE,2026-02-28,2026-02-28
Cortez,CO,NA,Montezuma County,333540.3629689267,1.3,1758.3333333333333,NA,21100,0.527,15.8,6.33,4.11,Moderate,9151,4.25,26841,3.68,11.81,11.36,5.31,25.17,83385.09074223168,250155.27222669503,1706.499930440504,-564,-6768,-7.25,2625,-0.92,FALSE,FALSE,59.6,FALSE,2026-02-28,2026-02-28
Glens Falls,NY,"Glens Falls, NY",Warren County,261132.5539477555,3.74,1375,NA,16500,0.527,15.8,6.32,4.11,Moderate,14455,-2.23,65288,-0.49,-0.2,25.23,7.85,28.53,65283.13848693888,195849.41546081664,1336.0382569023918,-442,-5304,-7.25,2055,-0.93,FALSE,FALSE,38.3,FALSE,2026-02-28,2026-02-28
Vadnais Heights,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,364439.1746312326,0.67,1921.844444444444,4.02,23062.133333333328,0.527,15.8,6.33,4.11,Moderate,13108,1.13,542015,-1.76,3.41,5.41,6.16,38.97,91109.79365780816,273329.3809734245,1864.588203425119,-615,-7380,-7.23,2869,-0.92,FALSE,FALSE,53.4,FALSE,2026-02-28,2026-02-28
Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,295821.502250096,-3.08,1553.7177013304054,0.72,18644.612415964864,0.525,15.9,6.3,4.1,Moderate,1008106,9.14,2230708,5.41,8.74,7.08,7.73,40.64,73955.375562524,221866.126687572,1513.5180897420328,-504,-6048,-7.3,2328,-0.95,FALSE,FALSE,59.2,FALSE,2026-02-28,2026-02-28
Myrtle Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,318682.83901315596,-2.63,1675.3166854220956,-0.52,20103.800225065148,0.526,15.9,6.31,4.1,Moderate,40535,12.68,413391,16.85,39.46,28.98,22.81,24.16,79670.70975328899,239012.12925986695,1630.4840522680531,-542,-6504,-7.29,2508,-0.94,FALSE,FALSE,58.2,FALSE,2026-02-28,2026-02-28
Melbourne,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County,353208.84823484026,-4.17,1855.7869142755244,1.01,22269.442971306293,0.525,15.9,6.3,4.1,Moderate,87561,2.92,658447,8.16,22.48,14.46,11.39,23.08,88302.21205871007,264906.6361761302,1807.1302362883105,-601,-7212,-7.29,2780,-0.95,FALSE,FALSE,51.9,FALSE,2026-02-28,2026-02-28
Hoffman Estates,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,384550.3256411864,5.09,2022.37003968254,3.89,24268.44047619048,0.526,15.8,6.31,4.1,Moderate,50920,-2.79,5182617,-1.6,5.9,8.18,4.67,42.49,96137.5814102966,288412.7442308898,1967.483329802258,-653,-7836,-7.28,3027,-0.94,FALSE,FALSE,50.4,FALSE,2026-02-28,2026-02-28
Naugatuck,CT,"New Haven-Milford, CT",New Haven County,337253.4776477378,4.68,1772.1666666666667,3.34,21266,0.525,15.9,6.31,4.1,Moderate,32116,1.97,NA,NA,NA,NA,NA,NA,84313.36941193444,252940.10823580332,1725.497421133104,-574,-6888,-7.29,2655,-0.94,FALSE,FALSE,61.1,FALSE,2026-02-28,2026-02-28
Sapulpa,OK,"Tulsa, OK",Creek County,209101.70335051417,2.86,1099.5833333333333,NA,13195,0.526,15.8,6.31,4.1,Moderate,23297,5.95,73971,2.94,9.79,11.33,4.71,25.53,52275.42583762854,156826.27751288563,1069.8316660880005,-355,-4260,-7.28,1646,-0.94,FALSE,FALSE,62.3,FALSE,2026-02-28,2026-02-28
Hackettstown,NJ,"Allentown-Bethlehem-Easton, PA-NJ",Warren County,477993.47089595714,2.42,2513.75,NA,30165,0.526,15.8,6.31,4.1,Moderate,10182,-0.49,112031,2.29,7.62,3.71,1.84,25.71,119498.36772398929,358495.10317196784,2445.568559002131,-812,-9744,-7.28,3762,-0.94,FALSE,FALSE,60,FALSE,2026-02-28,2026-02-28
Vernon Hills,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,439030.2241588444,5.68,2307.402777777778,6.47,27688.833333333336,0.526,15.9,6.31,4.1,Moderate,27002,0.66,718604,0.73,3.75,4.97,4.19,25.6,109757.5560397111,329272.6681191333,2246.220038616868,-746,-8952,-7.28,3456,-0.94,FALSE,FALSE,60.2,FALSE,2026-02-28,2026-02-28
Whitehouse,TX,"Tyler, TX",Smith County,284458.7428331256,-0.52,1494.5833333333333,1.65,17935,0.525,15.9,6.3,4.1,Moderate,9781,17.57,249091,6.36,10,17.21,17.96,30.69,71114.6857082814,213344.05712484417,1455.3825526152152,-484,-5808,-7.29,2239,-0.95,FALSE,FALSE,57.5,FALSE,2026-02-28,2026-02-28
Big Rapids,MI,"Big Rapids, MI",Mecosta County,209292.28920117827,4.52,1100,NA,13200,0.526,15.9,6.31,4.1,Moderate,8565,2.42,41947,3.76,6.53,22.49,6.23,24.09,52323.07230029457,156969.2169008837,1070.806764687781,-356,-4272,-7.29,1647,-0.94,FALSE,FALSE,54,FALSE,2026-02-28,2026-02-28
Alcoa,TN,"Knoxville, TN",Blount County,308512.8131219756,-0.12,1622.9,-2.89,19474.800000000003,0.526,15.8,6.31,4.1,Moderate,13588,23.64,142211,4.83,9.42,10.61,3.93,23.05,77128.2032804939,231384.60984148167,1578.4509240391487,-524,-6288,-7.28,2428,-0.94,FALSE,FALSE,61.3,FALSE,2026-02-28,2026-02-28
Winchester,KY,"Lexington-Fayette, KY",Clark County,254751.42873073055,3.54,1334.4444444444443,NA,16013.333333333332,0.524,15.9,6.29,4.09,Moderate,19413,1.23,37673,1.69,11.12,8.26,0.4,28.52,63687.85718268264,191063.5715480479,1303.3903649289705,-436,-5232,-7.33,2005,-0.96,FALSE,FALSE,60.2,FALSE,2026-02-28,2026-02-28
Seymour,IN,"Seymour, IN",Jackson County,227953.4416024196,3.43,1195,NA,14340,0.524,15.9,6.29,4.09,Moderate,22524,2.11,47420,2.02,10.84,7.73,2.32,26.53,56988.3604006049,170965.0812018147,1166.2832311375844,-390,-4680,-7.33,1794,-0.96,FALSE,FALSE,62.6,FALSE,2026-02-28,2026-02-28
Princeton,WV,"Bluefield, WV-VA",Mercer County,162690.5969374589,-2.88,853.75,NA,10245,0.525,15.9,6.3,4.09,Moderate,5595,-4.52,57524,-3.35,-1.29,16.84,4.21,30.26,40672.649234364726,122017.94770309418,832.3774966418754,-277,-3324,-7.3,1281,-0.95,FALSE,FALSE,27,FALSE,2026-02-28,2026-02-28
Ridgeland,MS,"Jackson, MS",Madison County,277756.36939398217,3.09,1456.6777777777777,7.87,17480.13333333333,0.524,15.9,6.29,4.09,Moderate,24576,-0.18,114247,4.57,8.14,7.91,6.1,28.59,69439.09234849554,208317.2770454866,1421.0910512632481,-474,-5688,-7.31,2186,-0.96,FALSE,FALSE,54.9,FALSE,2026-02-28,2026-02-28
Aberdeen,MD,"Baltimore-Columbia-Towson, MD",Harford County,337957.03037575097,-0.03,1773.9455433455432,1.56,21287.34652014652,0.525,15.9,6.3,4.09,Moderate,18451,13.41,265514,1.63,2.3,3.96,3.4,20.29,84489.25759393774,253467.77278181323,1729.0970235042498,-576,-6912,-7.3,2660,-0.95,FALSE,FALSE,63.3,FALSE,2026-02-28,2026-02-28
Griffith,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,243311.41172389372,2.09,1276.75,NA,15321,0.525,15.9,6.3,4.09,Moderate,16192,-2,502955,0.8,4.19,10.57,4.92,29.14,60827.85293097343,182483.5587929203,1244.8595530876942,-415,-4980,-7.31,1915,-0.95,FALSE,FALSE,43.7,FALSE,2026-02-28,2026-02-28
Pea Ridge,AR,"Fayetteville-Springdale-Rogers, AR",Benton County,345794.04204463266,2.87,1815,NA,21780,0.525,15.9,6.3,4.09,Moderate,10190,52.73,321566,12.19,23.43,9.14,4.86,32.8,86448.51051115817,259345.5315334745,1769.1936995070098,-589,-7068,-7.3,2722,-0.95,FALSE,FALSE,72.7,FALSE,2026-02-28,2026-02-28
Nolanville,TX,"Killeen-Temple, TX",Bell County,310082.18686912715,-0.61,1625,NA,19500,0.524,15.9,6.29,4.09,Moderate,7395,23.68,399578,7.3,5.6,8.76,5.74,43.84,77520.54671728179,232561.64015184535,1586.4803456255215,-530,-6360,-7.33,2441,-0.96,FALSE,FALSE,58.6,FALSE,2026-02-28,2026-02-28
Boca Raton,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,558293.9651343552,-2.81,2917.962734577171,3.04,35015.55281492605,0.523,15.9,6.27,4.08,Moderate,102238,4.06,1582055,5.87,15.98,16.36,6.94,30.14,139573.4912835888,418720.47385076643,2856.4117523488108,-960,-11520,-7.37,4394,-0.98,FALSE,FALSE,52.4,FALSE,2026-02-28,2026-02-28
Harrisburg,PA,"Harrisburg-Carlisle, PA",Dauphin County,258293.7366958156,4.13,1351.1415287856796,2.86,16213.698345428154,0.523,15.9,6.28,4.08,Moderate,50649,1.11,293029,2.2,6.37,5.89,4.98,36.68,64573.4341739539,193720.3025218617,1321.5139534572343,-443,-5316,-7.35,2033,-0.97,FALSE,FALSE,60.1,FALSE,2026-02-28,2026-02-28
Acworth,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,406640.4688175313,-2.69,2129.5610670194,4.7,25554.7328042328,0.524,15.9,6.28,4.08,Moderate,22624,0.87,787538,2.76,2.77,5.82,5.06,33.01,101660.11720438283,304980.35161314846,2080.503617536865,-696,-8352,-7.34,3201,-0.97,FALSE,FALSE,46.2,FALSE,2026-02-28,2026-02-28
Danbury,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,467900.9846149889,2.66,2444.785714285714,3.71,29337.428571428572,0.523,15.9,6.27,4.08,Moderate,88692,3.02,NA,NA,NA,NA,NA,NA,116975.24615374723,350925.7384612417,2393.9321483946137,-805,-9660,-7.37,3683,-0.98,FALSE,FALSE,60.5,FALSE,2026-02-28,2026-02-28
Saint Peters,MO,"St. Louis, MO-IL",Saint Charles County,311738.4730703262,1.41,1628.8862433862432,1.19,19546.63492063492,0.523,15.9,6.27,4.08,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,77934.61826758155,233803.85480274464,1594.9544393213394,-536,-6432,-7.37,2454,-0.98,FALSE,FALSE,55.9,FALSE,2026-02-28,2026-02-28
Kentwood,MI,"Grand Rapids-Kentwood, MI",Kent County,323448.73021737667,4.22,1691.7525252525254,6.05,20301.030303030304,0.523,15.9,6.28,4.08,Moderate,54768,0.93,673002,2.2,7.09,4.57,4.07,29.64,80862.18255434417,242586.54766303248,1654.8678867644117,-555,-6660,-7.35,2546,-0.97,FALSE,FALSE,63,FALSE,2026-02-28,2026-02-28
Kerrville,TX,"Kerrville, TX",Kerr County,343502.1748731803,-3.15,1797.7777777777776,-0.04,21573.333333333332,0.523,15.9,6.28,4.08,Moderate,25141,3.28,53900,2.28,6.09,12.47,6.08,29.61,85875.54371829507,257626.63115488522,1757.4677688464778,-589,-7068,-7.35,2704,-0.97,FALSE,FALSE,46.6,FALSE,2026-02-28,2026-02-28
Brooklyn Center,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,293537.79324828746,0.88,1534.022222222222,1.45,18408.266666666663,0.523,15.9,6.27,4.08,Moderate,31755,-5.66,1273334,-0.65,4.24,5.29,5.38,37.05,73384.44831207187,220153.3449362156,1501.8338989051485,-505,-6060,-7.37,2311,-0.98,FALSE,FALSE,46.3,FALSE,2026-02-28,2026-02-28
Ridgecrest,CA,"Bakersfield, CA",Kern County,265453.0437153288,-1.76,1388.9563492063492,2.21,16667.47619047619,0.523,15.9,6.28,4.08,Moderate,28373,1.35,922529,1.81,2.68,7.58,3.4,40.19,66363.2609288322,199089.7827864966,1358.1432741848714,-455,-5460,-7.35,2089,-0.97,FALSE,FALSE,45.5,FALSE,2026-02-28,2026-02-28
Clinton,TN,"Knoxville, TN",Anderson County,325565.65308250854,2.98,1703.3333333333333,NA,20440,0.523,15.9,6.28,4.08,Moderate,10458,3.9,81449,5.33,17.2,9.84,3.36,28.95,81391.41327062713,244174.2398118814,1665.6987460041732,-559,-6708,-7.36,2563,-0.97,FALSE,FALSE,64.8,FALSE,2026-02-28,2026-02-28
Powell,TN,"Knoxville, TN",Knox County,353968.6909649419,1.2,1849.5555555555557,NA,22194.666666666668,0.523,15.9,6.27,4.08,Moderate,NA,NA,506748,5.46,9.51,8.07,5.28,35.05,88492.17274123548,265476.51822370646,1811.0178364411743,-609,-7308,-7.37,2786,-0.98,FALSE,FALSE,62,FALSE,2026-02-28,2026-02-28
Green Valley,AZ,"Tucson, AZ",Pima County,280578.97533840686,-3.84,1466.6666666666667,NA,17600,0.523,15.9,6.27,4.08,Moderate,NA,NA,1080149,3.34,11.47,9.34,5.65,35.19,70144.74383460172,210434.23150380515,1435.5324124374893,-482,-5784,-7.36,2209,-0.98,FALSE,FALSE,52.7,FALSE,2026-02-28,2026-02-28
Sanger,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,356862.63216659287,-2.54,1866.111111111111,2.39,22393.333333333332,0.523,15.9,6.28,4.08,Moderate,10142,13.56,1045120,14.28,23.72,4.75,5.09,34.63,89215.65804164822,267646.97412494465,1825.8241717685012,-613,-7356,-7.36,2809,-0.97,FALSE,FALSE,69.5,FALSE,2026-02-28,2026-02-28
Big Bear City,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,393355.1616801785,-6.67,2055.5555555555557,NA,24666.666666666668,0.523,15.9,6.27,4.08,Moderate,NA,NA,2214281,1.41,1.68,9.55,3.22,38.46,98338.79042004462,295016.37126013386,2012.5317070191404,-676,-8112,-7.37,3096,-0.98,FALSE,FALSE,39.1,FALSE,2026-02-28,2026-02-28
Crestline,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,358909.6081804808,-6.77,1879.0555555555557,11.91,22548.666666666668,0.524,15.9,6.28,4.08,Moderate,NA,NA,2214281,1.41,1.68,9.55,3.22,38.46,89727.4020451202,269182.2061353606,1836.2971603873884,-615,-7380,-7.34,2825,-0.97,FALSE,FALSE,39.1,FALSE,2026-02-28,2026-02-28
Louisville,KY,"Louisville/Jefferson County, KY-IN",Jefferson County,259139.20980105115,2.5,1352.1820210930243,1.98,16226.184253116293,0.522,16,6.26,4.07,Moderate,NA,NA,793881,1.4,11.59,7.97,6.02,38.18,64784.80245026279,194354.40735078836,1325.8396661908625,-447,-5364,-7.39,2040,-0.99,FALSE,FALSE,59.3,FALSE,2026-02-28,2026-02-28
Blue Springs,MO,"Kansas City, MO-KS",Jackson County,302826.65960231976,0.38,1581.1333333333332,5.68,18973.6,0.522,16,6.27,4.07,Moderate,61246,4.02,727362,1.35,6.69,9.2,4.42,41.15,75706.66490057994,227119.9947017398,1549.3587311201447,-522,-6264,-7.39,2384,-0.98,FALSE,FALSE,54.9,FALSE,2026-02-28,2026-02-28
Cibolo,TX,"San Antonio-New Braunfels, TX",Guadalupe County,332640.1127314749,-1.46,1736.1969696969695,1.8,20834.363636363632,0.522,16,6.26,4.07,Moderate,37816,15.25,195166,12.35,28.34,6.55,4.38,21.53,83160.02818286873,249480.0845486062,1701.8939602547196,-573,-6876,-7.38,2618,-0.99,FALSE,FALSE,67.7,FALSE,2026-02-28,2026-02-28
Jacksonville,AL,"Anniston-Oxford, AL",Calhoun County,206903.48386907775,5.27,1079.861111111111,2.74,12958.333333333332,0.522,16,6.26,4.07,Moderate,14651,2.45,116427,0.16,3.01,15.29,5.39,29.61,51725.87096726944,155177.61290180832,1058.5848671735505,-357,-4284,-7.39,1629,-0.99,FALSE,FALSE,52.5,FALSE,2026-02-28,2026-02-28
Hubert,NC,"Jacksonville, NC",Onslow County,277043.5561646518,3.58,1445.5555555555557,3.08,17346.666666666668,0.522,16,6.26,4.07,Moderate,NA,NA,212954,3.82,-2.31,15.6,7.82,39.04,69260.88904116295,207782.66712348885,1417.4440691845525,-478,-5736,-7.39,2181,-0.99,FALSE,FALSE,49.9,FALSE,2026-02-28,2026-02-28
Lindstrom,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Chisago County,383164.09056990314,2.23,2000,NA,24000,0.522,16,6.26,4.07,Moderate,5026,2.57,59105,4.21,5.52,6.42,4.98,14.36,95791.02264247579,287373.06792742736,1960.3909046706724,-660,-7920,-7.38,3016,-0.99,FALSE,FALSE,58.9,FALSE,2026-02-28,2026-02-28
Bal Harbour,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1954311.251714236,-0.67,10186.111111111111,6.64,122233.33333333334,0.521,16,6.25,4.07,Moderate,3099,0.75,2838461,5.29,19.88,11.11,5.36,47.81,488577.812928559,1465733.438785677,9998.885848247806,-3378,-40536,-7.41,15383,-1,FALSE,FALSE,52.2,FALSE,2026-02-28,2026-02-28
Dallas,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,305522.6776992804,-3.79,1590.7057880500245,0.21,19088.469456600295,0.521,16,6.25,4.06,Moderate,1326087,1.74,2656028,1.73,0.15,7.76,8.95,49.22,76380.6694248201,229142.00827446027,1563.1524280927604,-529,-6348,-7.42,2405,-1,FALSE,FALSE,42.1,FALSE,2026-02-28,2026-02-28
